JLPT,,JAP-RULE,JAP-PRON,ROMAJI-RULE,DEFINITION,IMPL,EXAMPLES,,COLOR
N4,https://jlptsensei.com/,がり,,gari,"someone tends to; has a tendency to; has a sensitivity to~
い-adjective #い# + がり
な-adjective + がり",1,"彼女は怖がりだからホラー映画はダメだ。
私は寒がりなので、冬はあまり好きじゃない。
このバンドが解散したらファンが悲しがりだろう。",,#000080
N4,https://jlptsensei.com/,がる・がっている,,garu/gatteiru,"to show signs of; to appear; to feel, to think
い-adjective #い# + がる
い-adjective #い# + がっている
な-adjective + がる
な-adjective + がっている",1,"怖がらないでください。
試合に負けて悔しがる。
弟は来られなくて、とても残念がっていました。",,#000080
N4,https://jlptsensei.com/,始める,はじめる,hajimeru,"to start; to begin to~
Verb #ます# (stem form) + はじめる",1,"私は今年から働き始めたばかりです。
いったん話し始めると、彼女を止めることは出来ない。
私はまだ走り始めていない。",,#9acd32
N4,https://jlptsensei.com/,はずだ,,hazu da,"it must be; it should be (expectation)
Verb (dictionary form) + はずだ
Noun + の + はずだ
な-adjective + な + はずだ
い-adjective + い + はずだ",1,"あなたなら分かるはずだ。
今日は祝日だから、銀行は休みのはずだ。
それは明らかなはずだ。",,#9acd32
N4,https://jlptsensei.com/,はずがない,,hazu ga nai,"cannot be (impossible)
Verb (dictionary form) + はずがない
Noun + の + はずがない
な-adjective + な  + はずがない
い-adjective + い + はずがない",1,"そんなはずがない。
彼はそんなことを言うはずがない。
彼は今事務所にいるはずがありません。",macht verb vielleicht?,#9acd32
N4,https://jlptsensei.com/,必要がある,ひつようがある,hitsuyou ga aru,"need to; it is necessary to
Verb (dictionary form) + 必要がある",1,"私は大丈夫ですよ。あなたには何もする必要がありません。
もっと勉強する必要がある。
私の弟は今日学校に行く必要がない。",,#9acd32
N4,https://jlptsensei.com/,意向形,いこうけい,ikou kei,volitional form; let's do~,1,,,#8fbc8f
N4,https://jlptsensei.com/,じゃないか,,janai ka,"right? isn't it? let's~; confirmation
Phrase + じゃないか",1,"行こうじゃないか。
ダメじゃないか。
だから言ったじゃないか！",,#8b008b
N4,https://jlptsensei.com/,かどうか,,ka dou ka,"whether or not~
Verb (casual form) + かどうか
Noun + かどうか
な-adjective + かどうか
い-adjective + い + かどうか",1,"明日晴れるかどうか知らない。
弱いかどうかとはまったく関係ない。
田中さんが大学を卒業できたかどうか知っていますか。",,#b03060
N4,https://jlptsensei.com/,かい,,kai,"turns a sentence into a yes/no question
Sentence + かい",1,"歩けるかい？
コーヒーいるかい？
一緒にくるかい。",,#b03060
N4,https://jlptsensei.com/,かもしれない,,kamo shirenai,"might; perhaps; indicates possibility
Verb (casual form) + かも/かもしれない
Noun + かも/かもしれない
な-adjective + かも/かもしれない
い-adjective + かも/かもしれない",1,"来週、台風が来るかもしれない。
転職するかもしれません。
病気かもしれない。",macht verb vielleicht?,#b03060
N4,https://jlptsensei.com/,かな,,kana,"I wonder; should I?
Verb (dictionary form) + かな
Noun + かな
な-adjective + かな
い-adjective + い + かな",1,"彼女は元気かな。
外は寒いかな。
雨が降るかな。",,#b03060
N4,https://jlptsensei.com/,から作る,からつくる,kara tsukuru,"made from; made with
Noun + から/で + 作る",1,"ワインはブドウから作る。
紙は木から作られる。
チーズは牛乳から作られますか？
このつくえは木で作られています。",,#b03060
N4,https://jlptsensei.com/,かしら,,kashira,"I wonder~
Phrase + かしら",1,"彼は本気かしら。
明日は晴れるかしら。
この本は売れるかしら？",,#b03060
N4,https://jlptsensei.com/,頃,ころ / ごろ,koro/goro,"around; about; when
Noun (time) + ごろ (around; about)
Verb (casual) + ころ (when)
Noun + の + ころ (when)
Adjective + ころ (when)",1,"私はこのころとても忙しいのです。
私は若いころ初めての一人旅をしました。
あなたは子供のころ、いじめにあったことはある？
夕食は何時ごろになさいますか？",macht daraus time,#b03060
N4,https://jlptsensei.com/,ことがある,,koto ga aru,"there are times when
Verb (casual, non-past) + ことがある/こともある",1,"たまに彼女と一緒にテニスをしに行くことがある。
私は会議中でも、寝てしまうことがある。
時々仕事をやめたいと思うことがある。",,#b03060
N4,https://jlptsensei.com/,ことができる,,koto ga dekiru,"can; able to
Verb (dictionary form) + ことができる",1,"私は日本語を話すことができる。
何も言うことができない。
このナイフはどんなものでも切ることができるよ。",,#b03060
N4,https://jlptsensei.com/,ことになる,,koto ni naru,"It has been decided that..; it turns out that..
Verb (dictionary form) + ことになる
Verb (ない form) + ことになる",1,"入学式は4月1日に行うことになりました。
私の母が入院することになった。
大阪に転勤することになりました。",,#b03060
N4,https://jlptsensei.com/,ことにする,,koto ni suru,"to decide on
Verb (dictionary form) + ことにする
Verb (ない form) + ことにする",1,"これから毎日ランニングをすることにする。
タバコをやめることにした。
春休みに彼女と一緒に台湾に行くことにします。",,#b03060
N4,https://jlptsensei.com/,こと,,koto1,"Verb nominalizer
Verb (casual, non-past) + こと",1,"本を読むことが好きです。
私はゲームをすることが大好きです。
私には考えることがたくさんある。",,#b03060
N4,https://jlptsensei.com/,くする,,ku suru,"to make something ~
い-adjective #い# + くする",1,"音楽でもっと良くする。
あと５００円安くしてくれたら、買いますよ。
彼女は声を大きくした。",,#b03060
N4,https://jlptsensei.com/,までに,,made ni,"by; by the time; indicates time limit
Verb (dictionary form) + までに
Noun + までに",1,"8時までに来てください。
レポートは金曜日までに出してください。
それはいつまでに終わりますか？",,#ffa500
N4,https://jlptsensei.com/,まま,,mama,"as it is; current state; without changing~
Noun + の + まま
Verb (た form) + まま
Verb (ない form) + まま
な-adjective + な + まま
い-adjective + い + まま",1,"この町は昔のまま変わっていない。
昨夜は、勉強したまま寝てしまった。
鍵をかけないまま出かけてしまった。","
",#ffa500
N4,https://jlptsensei.com/,または,,matawa,"both; or; otherwise; choice between [A] or [B]
Noun-1 + 又は/または + Noun-2",1,"コーヒーまたはお茶からお選びください。
日本語または英語で話せます。
会場には駐車場がありません。電車又はバスをご利用ください。",,#ffa500
N4,https://jlptsensei.com/,みたいだ,,mitai da,"like, similar to, resembling
Verb (casual) + みたい（だ）
Noun + (だった) + みたい（だ）
な-adjective + (だった) + みたい（だ）
い-adjective + みたい（だ）",1,"夢みたいだ。
外は、夏みたいだよ。
何となく雨みたいだ。
どうやら食べすぎたみたいだ。",,#ffa500
N4,https://jlptsensei.com/,みたいな,,mitai na,"like, similar to~
Noun + みたいな + Noun
Verb (casual form) + みたいな + Noun",1,"あなたみたいな人はすごいと思う。
彼が持っているみたいなパソコンが欲しい。
毎日、仕事ばかりで、夢の中でも働いているみたいな気になる。",,#ffa500
N4,https://jlptsensei.com/,みたいに,,mitai ni,"like; similar to~
Noun +  みたいに + Verb / Adjective
Verb (casual) + みたいに + Verb / Adjective",1,"彼女は男の子みたいに元気がいい。
あなたみたいに美しい人は初めてだ。
バカみたいに見えるのは分かってる。",,#ffa500
N4,https://jlptsensei.com/,な,,na,"don’t ~ (order somebody to not do something)
Verb (dictionary form) + な",1,"晩ごはんの前にデザートを食べるな。
ここは危ないから来るな！
運転をするなら飲むな。",,#7cfc00
N4,https://jlptsensei.com/,など,,nado,"such as, things like~
Noun + など",1,"私は小説や映画などが好きです。
この動物園では好きな動物がたくさんいます。馬やイルカなどいます。
兄の部屋にはラジオやテレビなどがたくさんあります。",,#7cfc00
N4,https://jlptsensei.com/,ながら,,nagara,"while; during; as; simultaneously
Verb #ます# (stem form) + ながら + [B]",1,"話を聞きながらメモします。
テレビを見ながら晩ごはんを食べます。
勉強をしながら音楽を聞きます。",,#7cfc00
N4,https://jlptsensei.com/,なかなか～ない,,nakanaka~nai,"not easy to; struggling to; not able to~
なかなか + Verb (negative form)",1,"カゼがなかなか治らない。
この会議はなかなか終わらない。
火がなかなか燃えない。",,#7cfc00
N4,https://jlptsensei.com/,なければいけない,,nakereba ikenai,"must do something; have to do something
Verb (ない form) な#い# + ければいけない",1,"早く寝なければいけない。
学ばなければいけないことが実に多かった。
あなた、彼にあなたの夢のことを話さなければいけませんよ。",,#7cfc00
N4,https://jlptsensei.com/,なければならない,,nakereba naranai,"must do something; have to do something
Verb (ない form) な#い# + ければならない",1,"薬を飲まなければなりません。
宿題をしなければならない。
今そこに行かなければなりませんか。",,#7cfc00
N4,https://jlptsensei.com/,なら,,nara,"if; in the case that~
Noun + なら
Verb (casual form) + (の) + なら
な-adjective + (の) + なら
い-adjective + (の) + なら",1,"やるなら今しかない。
あの店なら何を食べても美味しい。
図書館なら案内してあげます。",,#7cfc00
N4,https://jlptsensei.com/,なさい,,nasai,"do this (soft/firm command)
Verb #ます# (stem form) + なさい/な (conversation)",1,"まず、質問に答えなさい。
明日、学校に行くから、早く寝なさい！
うるさいだよ。静かにしなさい！",,#7cfc00
N4,https://jlptsensei.com/,に気がつく,にきがつく,ni ki ga tsuku,"to notice; to realize
Verb (casual) + こと + に気がつく
Noun  + に気がつく",1,"彼が自分の間違いに気がつくのは時間をかからないだろう。
空港に着いたときにフライトのチケットを忘れたことに気がついた。
ドアを閉めてから、ベッドに携帯電話を置いていたことに気がついた。",,#7cfc00
N4,https://jlptsensei.com/,にみえる,,ni mieru,"to look; to seem; to appear
Verb (て form) + に見える/にみえる
Noun + に見える/にみえる
な-adjective + に見える/にみえる
い-adjective + #い#く + に見える/にみえる",1,"同じに見える。
彼はアメリカ人に見える。
彼女は先生にみえる。",,#7cfc00
N4,https://jlptsensei.com/,にする,,ni suru2,"to make something ~
な-adjective + にする",1,"もう少し、静かにしてください。
このしゃしんをたいせつにする。
歯科医は私の歯をきれいにした。",,#7cfc00
N4,https://jlptsensei.com/,にくい,,nikui,"difficult to do~
Verb #ます# (stem form) + にくい",1,"この本は字が小さくて読みにくいです。
彼女はつき合いにくい人だ。
魚は骨が多くて食べにくいだ。",,#7cfc00
N4,https://jlptsensei.com/,のに,,noni1,"although, in spite of, even though~
Verb (casual form)	 + のに
Noun + な + のに
な-adjective + な + のに
い-adjective + のに",1,"薬を飲んだのに、ねつがまだ下がりません。
今日は日曜日なのに、働かなければなりません。
約束をしたのに、彼女は来ませんでした。",,#7cfc00
N4,https://jlptsensei.com/,のに,,noni2,"to (do something); in order to~
Verb (dictionary form) + のに",1,"始めるのに遅すぎることはない。
家に帰るのに3時間かかりました。
本を読むのに時間がかかる。",,#7cfc00
N4,https://jlptsensei.com/,のは〜だ,,nowa~da,"[A] is [B]; the reason for [A] is [B]
Verb (casual) + のは + ～だ
Noun + な + のは + ～だ
な-adjective + な + のは + ～だ
い-adjective + のは + ～だ",1,"毎日、新しい単語を覚えるのは大変です。
日本語を勉強するとき、一番難しいのは漢字だ。
私が生まれたのは北海道の小さな村です。",,#7cfc00
N4,https://jlptsensei.com/,お～ください,,o~kudasai,"please do (honorific)
お + Verb #ます# (stem form) + ください
お/ご + Noun (action) + ください",1,"ここでお待ちください。
それを水と一緒にお飲みください。
閉まるドアにご注意ください。",,#0000ff
N4,https://jlptsensei.com/,お～になる,,o~ni naru,"to do (honorific)
お + Verb #ます# (stem form) + になる
お/ご + Noun + になる",1,"お座りになりませんか。
先生は何時ごろお戻りになりますか?
何をお食べになるのですか。",,#0000ff
N4,https://jlptsensei.com/,おきに,,oki ni,"repeated at intervals, every~
Noun (measurable) + おきに",1,"電車は5分おきに走っています。
このバスは15分おきに出ている
彼は数日おきに来る。",,#0000ff
N4,https://jlptsensei.com/,終わる,おわる,owaru,"to finish; to end~
Verb #ます# (stem form) + 終わる",1,"みんなが朝食を食べ終わるまで待ちましょう。
そのゲームをやり終わるまでに5時間くらいかかる。
彼が話し終わるとみんな黙っていた。",,#0000ff
N4,https://jlptsensei.com/,られる,,rareru,"potential form; ability or inability to do something
Ru-verb: る => られる
U-verb: change ""u"" to ""e"" + る
やる: やれる
する: できる
くる: こられる",1,,funktioniert nicht für U verben da tokenizer,#ff1493
N4,https://jlptsensei.com/,らしい,,rashii,"it seems like; I heard; apparently~
Verb (casual form) + らしい
Noun + らしい
な-adjective + らしい
い-adjective + らしい",1,"今日は君らしくないな。
遅刻するなんて彼らしくない。
寝すぎるのは、体に悪いらしいです。",,#ff1493
N4,https://jlptsensei.com/,さ,,sa,"-ness; nominalizer for adjective
な-adjective + さ
い-adjective + #い# + さ",1,"背の高さはどれぐらいですか？
私は、ワサビの辛さが大好きです。
この池の深さはどのぐらいですか？",,#8a2be2
N4,https://jlptsensei.com/,させられる,,saserareru,"causative-passive; to be made to do something
Verb (causative form させ#る#) + られる
くる: こさせられる
やる: やらせられる",1,"彼女に2時間も待たされた。
その映画は考えさせられる。
毎日母に野菜を食べさせられる。",,#8a2be2
N4,https://jlptsensei.com/,させる,,saseru,"causative form; to make/let somebody do something
Ru-verb: る => させる
U-verb: (ない form) ない => せる
する: させる
やる: やらせる
くる: こさせる",1,"母は私に自分の部屋を片付けさせた。
この仕事は部下にやらせます。
君を泣かせるつもりはなかった！",,#8a2be2
N4,https://jlptsensei.com/,させてください,,sasete kudasai,"please let me do
Verb (causative て form) + ください",0,,,#8a2be2
N4,https://jlptsensei.com/,さすが,,sasuga,"as one would expect; as is to be expected; even~
さすが + の + Noun
さすが + に + Verb",1,"私はさすがにビックリした。
さすがの彼も年には勝てなかった。
さすがに大都市だけあって、いい本屋がたくさんあります。",,#8a2be2
N4,https://jlptsensei.com/,し,,shi,"and; and what’s more; emphasis~
Verb (casual)	 + し
Noun + だ + し
な-adjective + だ + し
い-adjective + し",1,"このコートは色がきれいだし、好きなデザインだし。買いたいですよ。
今日は週末だったし、天気が良かったので、公園は人が多かったです。
彼は勉強ができるしスポーツも上手だし、私の好きなタイプだ。",,#8a2be2
N4,https://jlptsensei.com/,そんなに,,sonna ni,"so much; so; like that
そんなに + Verb
そんなに + な-adjective
そんなに + い-adjective",1,"昨日はそんなに忙しくなかった。
そんなに知りたいのなら教えるよ。
肉はそんなに好きではありません。","sonnani Verb nara
Wiederum Verb",#8a2be2
N4,https://jlptsensei.com/,それでも,,sore demo,"but still; and yet; even so~
Phrase 1 + それでも + Phrase 2",1,"それでもいいですか？
それでもあなたのことが好き。
外は大雨だ。それでも出かけないといけない。",,#8a2be2
N4,https://jlptsensei.com/,それに,,sore ni,"besides; in addition; also; moreover~
それに + Phrase",1,"チーズバーガー、それにフライドポテトをお願いします。
このアニメはとても人気がある。それに、音楽がいい。
それに、私は日本語をあまり話せません。",,#8a2be2
N4,https://jlptsensei.com/,そうだ,,sou da1,"I heard that; it is said that~
Verb (casual form) + そうだ
Noun + だ + そうだ
な-adjective + だ + そうだ
い-adjective + そうだ",1,"彼女の妹は英語が得意だそうです。
彼女は有名だそうです。
先生によると、来週の試験はむずかしいそうだ。",,#8a2be2
N4,https://jlptsensei.com/,そうだ,,sou da2,"looks like; appears like; seeming~
Verb ます (stem form) + そうだ
な-adjective + そうだ
い-adjective #い# + そうだ",1,"いまにも、雨が降りそうだ。
その人は倒れそうです。
わぁ、おいしそうな料理がたくさんありますね。",wird zu ADJ-NA,#8a2be2
N4,https://jlptsensei.com/,そうに・そうな,,sou ni/sou na,"seems like; looks like~
Verb #ます# (stem form) + そうに + Noun/Verb/そうな + Noun/Verb
な-adjective + だ + そうに + Noun/Verb/そうな + Noun/Verb
い-adjective + い + そうに + Noun/Verb/そうな + Noun/Verb",,,,#8a2be2
N4,https://jlptsensei.com/,たばかり,,ta bakari,"just finished; something just occurred
Verb (た form) + ばかり",1,"私は今起きたばかりです。
さっき昼ごはんを食べたばかりです。
このパソコンを買ったばかりなのにとても遅い！",Bakarinanoni-heißt NOUN,#ff7f50
N4,https://jlptsensei.com/,たところ,,ta tokoro,"just finished doing, was just doing
Verb (た form) + ところ",1,"今起きたところです。
昼ごはんを食べたところです。
アメリカから日本に戻ったところです。",auch noun?? wie bakari?,#ff7f50
N4,https://jlptsensei.com/,たがる,,tagaru,"wants to do~ (third person)
Verb た#い# + がる",0,,,#ff7f50
N4,https://jlptsensei.com/,たら,,tara,"if; after; when~
Verb (た form) + ら
Noun + だった + ら
な-adjective + だった + ら
い-adjective + いかった + ら",1,"時間がなかったら、テレビを見ません。
安かったら、パソコンを買いたいです。
暇だったら、手伝ってください。",,#ff7f50
N4,https://jlptsensei.com/,たらどう,,tara dou,"why don't you (used to give advice)
Verb (た form) + らどう",1,"一緒に来たらどうですか？
先生に聞いてみたらどうですか？
彼に電話したらどうですか。",,#ff7f50
N4,https://jlptsensei.com/,たらいいですか,,tara ii desu ka,"what should I do?; speaker seeking instructions from listener
Verb (た form) + らいいですか",1,"この本はいつまでに返したらいいですか。
私はどの駅で降りたらいいですか？
ホテルの予約をキャンセルしたいんですが、どうしたらいいですか。",,#ff7f50
N4,https://jlptsensei.com/,てあげる,,te ageru,"to do for; to do a favor
Verb (て form) + あげる",0,,,#ff7f50
N4,https://jlptsensei.com/,てほしい,,te hoshii,"I want you to; need you to~
Verb (て form) + ほしい/欲しい
Verb (ないで form) + ほしい/欲しい",1,"あなたに見てほしい写真を持っています。
私に何をしてほしいのですか?
それを忘れないで欲しい。",,#ff7f50
N4,https://jlptsensei.com/,ていく,,te iku,"to start; to continue; to go on
Verb (て form) + いく",1,"彼は毎日駅まで歩いていきます。
船は港を出ていった。
彼は京都へ引っ越していった。",,#ff7f50
N4,https://jlptsensei.com/,ていた,,te ita,"was doing something (past continuous)
Verb (て form) + いた",1,"彼女はオレンジを食べていた。
今日は家でゆっくりしていました。
私は一晩中泣いていた。",,#ff7f50
N4,https://jlptsensei.com/,ていただけませんか,,te itadakemasen ka,"could you please~
Verb (て form) + いただけませんか",1,"写真を取っていただけませんか。
ちょっと待っていただけませんか。
もう少しゆっくり話していただけませんか。",,#ff7f50
N4,https://jlptsensei.com/,てくれる,,te kureru,"to do a favor; do something for someone
Verb (て form) + くれる",0,,,#ff7f50
N4,https://jlptsensei.com/,てくる,,te kuru,"to do… and come back; to become; to continue; to start~
Verb (て form) + くる",0,,,#ff7f50
N4,https://jlptsensei.com/,てみる,,te miru,"try doing
Verb (て form) + みる",0,,,#ff7f50
N4,https://jlptsensei.com/,てもらう,,te morau,"to get somebody to do something
Verb (て form) + もらう",0,,,#ff7f50
N4,https://jlptsensei.com/,ておく,,te oku,"to do something in advance
Verb (て form) + おく",0,,,#ff7f50
N4,https://jlptsensei.com/,てしまう / ちゃう,,te shimau/chau,"to do something by accident, to finish completely
Verb (て form) + しまう
Verb (#て# form) + ちゃう
Verb (#で# form) + じゃう",0,,,#ff7f50
N4,https://jlptsensei.com/,てすみません,,te sumimasen,"I’m sorry for
Verb (て form) + すみません",1,"電話に出れなくてすみません。
返事が遅くなってすみませんでした。
宿題をするのを忘れてすみません。",,#ff7f50
N4,https://jlptsensei.com/,てやる,,te yaru,"to do for; to do a favor (casual)
Verb (て form) + やる",1,"手伝ってやる。
あなたにそれを教えてやらない。
あなたがそれを読んだら別の本を貸してやる。",,#ff7f50
N4,https://jlptsensei.com/,てよかった,,te yokatta,"I’m glad that..
Verb (て form) + よかった",1,"君と連絡できてよかった。2時間遅れて心配したよ。
あなたは元気になってよかったです。ずっと心配したよ。
この世に生まれてよかった。",,#ff7f50
N4,https://jlptsensei.com/,ているところ,,teiru tokoro,"in the process of doing
Verb (て form) + いるところ",1,"彼女はお茶を飲みながら雑誌を読んでいるところです。
子どもを産んだばかりなので、うちで休んでいるところです。
姉は電話をかけているところだ。",,#ff7f50
N4,https://jlptsensei.com/,ても,,temo,"even; even if; even though~
Verb (て form) + も
Noun + で + も
な-adjective + で + も
い-adjective + #い#くて + も

…or something
Noun + でも",1,"たくさん食べても、お腹が空きます。
日曜日でも、働きます。
子どもでもできることよ。
水でも飲みますか？
牛丼でもしましょうか？
寒いから、暖かいものでも飲みませんか。",,#ff7f50
N4,https://jlptsensei.com/,と言ってもいい,といってもいい,to ittemo ii,"you could say; one might say; I'd say~
Phrase + と言ってもいい/といっても",1,"それはよい買い物だったといってもいいでしょう。
彼はやさしいが，だまされやすいといってもいい。
それはいい考えだ。いや，すばらしいといってもいいだろう。",,#ff7f50
N4,https://jlptsensei.com/,という,,to iu,"called; named; that~
Noun + と言う/という
Phrase + と言う/という",1,"この犬はバディーという名前です。
昨日、トムという人に会いました。
英語で「宿題」は、なんといいますか？",,#ff7f50
N4,https://jlptsensei.com/,ということ,,to iu koto,"convert phrase into noun
Verb (casual) + ということ
Noun + だ + ということ
な-adjective + だ + ということ
い-adjective + ということ",1,"あなたが私の声が好きだということがとても嬉しいです。
彼は怖いということを知らない。
つまり、あなたは同じ本をまた読みたいということ？",,#ff7f50
N4,https://jlptsensei.com/,と言われている,といわれている,to iwarete iru,"it is said that~
Verb (casual, past) + と言われている
Adjective (standard, past) + と言われている
Noun + だ + と言われている",1,"彼は天才だと言われている。
13日の金曜日は不吉な日だと言われている。
健康ほど大切なものはないと言われている。",,#ff7f50
N4,https://jlptsensei.com/,と聞いた,ときいた,to kiita,"I heard…
Phrase + と聞いた/ときいた",1,"私はアメリカ人は誰でもこの映画を知っていると聞いた。
私はそのイベントがとつぜん中止になったと聞いた。
あれはとても良い街だと聞いたことがあります。",,#ff7f50
N4,https://jlptsensei.com/,と思う,とおもう,to omou,"to think…; I think…; you think…
Verb + と思う
Noun + だ + と思う
な-adjective + だ + と思う
い-adjective + と思う",1,"きれいだと思わない？
それはかなりむずかしいと思います。
仕事を続けるのはむりだと思う。",,#ff7f50
N4,https://jlptsensei.com/,とか～とか,,toka~toka,"among other things; such as; like~
Verb (dictionary form) + とか + Verb (dictionary form) + とか
Noun + とか + Noun + とか",1,"私はおすしとかラーメンとか日本料理が好きです。
このイベントでは、バーベキューとかゲームとかをします。
毎日、5分とか、10分とかでもいいので、運動をしたほうがいいですよ。",,#ff7f50
N4,https://jlptsensei.com/,ところ,,tokoro,"just about to; on the verge of doing something
Verb (casual, non-past) + ところ",1,"今、出かけるところです。
これから料理を作るところです。
もう少しで信じるところだった。",,#ff7f50
N4,https://jlptsensei.com/,続ける,つづける,tsuzukeru,"continue to; keen on~
Verb #ます# (stem form) + 続ける",1,"父からもらった自転車を今も使い続けています。
彼女は彼氏の話をしゃべり続けた。
どんなに大変だったとしても、やり続けることが大切です。",,#ff7f50
N4,https://jlptsensei.com/,って,,tte,"named; called~
Noun + って/っていう",1,"みんなの日本語って教科書がだれでも知っているね。
これは日本語でじゃんけんっていうゲームだよ。
ドラゴンボールっていうマンガが一番好きだ。",,#ff7f50
N4,https://jlptsensei.com/,受身形,うけみけい,ukemi kei,"passive form; passive voice
Ru-verb: る => られる
U-verb: (ない form) ない => れる
する: される
くる: こられる",0,,,#00fa9a
N4,https://jlptsensei.com/,は〜が… は,,wa~ga... wa,"[A] but [B]; however; comparison
Noun-1 + は... + ～が + Noun-2 + は…",0,,,#ee82ee
N4,https://jlptsensei.com/,やすい,,yasui,"easy to; likely to; prone to; have a tendency to~
Verb #ます# (stem form) + やすい",1,"日本語は分かりやすいです。
先生の声が聞きやすいです。
彼女はカゼを引きやすいです。",,grey
N4,https://jlptsensei.com/,より,,yori,"than; rather than; more than~
[A]より[B]
より + adjective",1,"今日は昨日より暑いです。
最近、円はドルより安い。
今は恋愛より仕事だ。",,grey
N4,https://jlptsensei.com/,予定だ,よていだ,yotei da,"plan to, intend to
Verb (dictionary form) + 予定/よてい + だ
Noun + の + 予定/よてい + だ",1,"私はデートに行く予定だ。
6時に起きる予定だった。
7月の終わりにドイツへ出張する予定です。",,grey
N4,https://jlptsensei.com/,ようだ,,you da,"appears; seems; looks as if~
Verb (casual) + ようだ
Noun + の + ようだ
な-adjective + な + ようだ
い-adjective + ようだ",1,"だいぶ変わったようだな。
教室に来たけど誰もいない。今日は授業がないようだ。
それは本当に夢のようだ。",,grey
N4,https://jlptsensei.com/,ようになる,,you ni naru,"to reach the point that; to come to be that; to turn into~
Verb (dictionary form) + ようになる
Verb (ない form) + ようになる",1,"大きくなったら分かるようになるよ。
毎日練習すれば、泳げるようになります。
やっと自転車に乗れるようになりました。",,grey
N4,https://jlptsensei.com/,ようにする,,you ni suru,"to try to; to make sure that~
Verb (dictionary form) + ようにする
Verb (ない form) + ようにする",1,"明日早く起きるようにする。
明日から仕事に行く前に毎日ラニングをするようにします。
毎日歩くようにしている。",,grey
N4,https://jlptsensei.com/,ように / ような,,you ni/you na,"like; as; similar to~
Verb (casual) + よう + に/な
Noun + の + よう + に/な

in order to, so that~
Verb (dictionary form) + ように
Verb (ない form) + ように",1,"バスに乗り遅れないように早く出ました。
先生の話を忘れないように、メモしておきます。
単語が覚えられるように、フラッシュカードを作りました。
バスに乗り遅れないように早く出ました。
先生の話を忘れないように、メモしておきます。
単語が覚えられるように、フラッシュカードを作りました。",,grey
N4,https://jlptsensei.com/,ようと思う,ようとおもう,you to omou,"thinking of doing; planning to~
Verb (volitional form)(よう form) + と思う",1,"今度の休みに海へ行こうと思う。
子どもができたからタバコを辞めようと思う。
今から書店へ行こうと思っています。",,grey
N4,https://jlptsensei.com/,全然～ない,ぜんぜん～ない,zenzen~nai,"(not) at all
全然/ぜんぜん + Verb (ない form)",1,"私は日本語がぜんぜん話せない。
ケーキを作るなんて全然できない。
日本の新聞は漢字が多くて、全然読めません。",,#add8e6
N4,https://jlptsensei.com/,づらい,,zurai,"difficult to do~
Verb #ます# (stem form) + づらい",1,"この質問には答えづらいです。
この本は字が小さくて読みづらいです。
彼女はつき合いづらい人だ。",,#add8e6
N5,https://jlptsensei.com/,ちゃいけない/やいけない,,cha ikenai/ja ikenai,"must not do (spoken Japanese)
Verb #て# + ちゃ/じゃ + だめ
Verb #て# + ちゃ/じゃ + いけない
Verb #て# + ちゃ/じゃ + いけません",1,"寝る前にスマホを見ちゃダメよ。
ここはきけんなので、入っちゃダメだよ。
やっちゃいけないことをやっちゃった。",,#483d8b
N5,https://jlptsensei.com/,だけ,,dake,"as much as
Verb (dictionary form) + だけ
な-adjective + なだけ
い-adjective + だけ
Noun + だけ",1,"その女の子はただ泣くだけだった。
彼女が信頼できるのは彼だけだ。
出来るだけ新しい漢字を勉強したい。",,#008000
N5,https://jlptsensei.com/,だろう,,darou,"I think; it seems; probably; right?
Verb (dictionary form) + だろう
Noun + だろう
な-adjective + だろう
い-adjective + だろう",1,"そうだろうと思ったよ。
間違いないだろう。
どうして日本の夏はこんなに暑いんだろう。",,#008000
N5,https://jlptsensei.com/,で,,de,"in; at; on; by; with; via
Noun + で",1,"みんなで行こう！
なにかの理由で彼は虫が怖いんだ。
たまに一人でカラオケに行きます。",,#008000
N5,https://jlptsensei.com/,でも,,demo,"but; however; though~
でも + 、",1,"今朝学校に行きました。でも、休みでした。
日本人ともっと話したいです。でも、私の日本語はあまり上手ではありません。
スーパーに行きました。でも、財布を忘れました！",,#008000
N5,https://jlptsensei.com/,でしょう,,deshou,"Verb (dictionary form) + でしょう
Noun + でしょう
な-adjective + でしょう
い-adjective + でしょう",1,"明日は雨が降るでしょう。
先生はまもなく来るでしょう。
それは何でしょう。",,#008000
N5,https://jlptsensei.com/,どんな,,donna,"I think; it seems; probably; right?
どんな + Noun",1,"ベトナムはどんな国ですか。
どんな仕事をするのですか。
どんな食べ物が好きですか。",,#008000
N5,https://jlptsensei.com/,がある,,ga aru,"there is; is (non-living things)
Noun + がある",1,"先月お金がぜんぜんなかった。
このマンションにはへやが三つあります。
彼は金があるから新車が買える。",,#000080
N5,https://jlptsensei.com/,がほしい,,ga hoshii,"to want something
Noun + がほしい
Noun + が欲しい",1,"もっとお金が欲しいです。
彼女がほしい。
お金がたくさんほしい。",,#000080
N5,https://jlptsensei.com/,がいる,,ga iru,"there is; to be; is (living things)
Noun + がいる",1,"テーブルの下に猫がいる。
私には兄弟がいないんだ。
弟一人妹一人がいます。",,#000080
